,review_title,review_text,class
67,clever ultimately childishly idiotic,tuned hoping decent clever bnk heist tle prts got feels like first gve script intelligent writers conceived brillint schemes get bnk del police pln escpe kinds ntics tht mke udience think wow guys pretty smrt stkes big plnning meticulous huge rewrds worthy effort tht done gve script bunch horny dolescent teengers must hve previously written austrlin sop opers terrible estblishing ctul job descends series foolish chrcters literlly cnnot keep hnds ech cnnot keep hed gme shgging vults toilets offices shgging csing joint job even led investigtor job offering untold riches commitment weeks time heist nobody sty focused wht utter silly speeches bout committed job kill nyone stopping hppening next scene willing scrifice sexul urges chnce nice hostges beginning side criminls becuse pln udcious progresses become disinterested overly drmtic histrionics complete lck professionlism one lughble scene hving nother internl dispute literlly one supervising hostges sure people tht need develop chrcters yes chrcters cting immturely petulntly lcking thought considertion bigger picture kind get bored strt looking stupid heist wrecking thing tht could lughing not tune romntic drm bnk heist chrcters behving like silly teengers tethers interest withers wnt someone shke people tlking bout millions euro ech possible could remin trget literlly time heist dys ply love chsing routines job done even guy top distrcted skirt descend silly unengging children plying robbers overll fscinting concept tht ruined men ruined chrcters cting idioticlly tht become lughble unlikeble nonsense crew het bunch sexed moronic clowns,0
68,not best show since breaking bad,noticed lot lot fke positive reviews mention breking tht tell one thing plot sucks pln months get kiddy crp going mybe not understnd stuff works europe good show mke seem somewht rel nothing tht feels rel bout show gonn building dys yet wnt loose cnnon tem not sure bout cting listening dubbed english not much bout tht plot holes well written show wht tke totlly inept police force lucky hell robbers hve show,0
69,gave chance,girlfriends son wnted wtch wtched first seson couple episodes second supposed good could list bout things wrong ech episode sooooo mny plot holes supposed drem tem like ocens wful stupid unrelistic criminls stupid police even worse leving hostges personl reltionships getting personl etc etc etc even show let lone highly rted must hve thousnds pid reviews becuse grbge mybe teen gret becuse hve not wtched nything else ever berlin one tht wtchble girl ccidentlly killed one job cts hrdcore killer got kidding horrible horrible show rther wtch bttlefield erth dozen times rther thn wtch episode grbge,0
70,boring,not mke sense rther snooze fest,1
71,perfection name reckon,slute ctors ctresses relly gret job bringing chrcters life mix chrcters comprising gng mde even better though getting behind ide loving heist quite ironic show mke nyone fll love honesty not expect good blockbuster chemistry cting tht good smll drwbck though tht schemes depicted grnd msterpieces gng gret bdss truth story unrvels drm sndwiched lots intermittent petty fights could bffle minds questioning relistic ech point time heist ssembly tem genuinely smrt suppose quick fix tht fst forwrd scenes interestingly one chrcter worth noting berlin poetic though criminl seems like lost mind sees life things criticlly honest unseemingly stble thn look ttitude suggest extreme end personlity spectrum tokyo unstble voltile chrcter time key piece ruins ingenious plns heist lmost without fil optimists would crucil bringing blnce development drm personlly would give not unrelistic personlities,2
72,not best show watched,not best show tht hve wtched definitely one best stisfying ending stisfying plot gret though imperfect ending enjoyed ech every second thnks whole crew writers producers colored boring ordinry life,2
73,casa papel,ppel unique show good first seson plot originl ctors incredible ction pcked high tension fourth seson still good not quite sme lot plotholes tht not sesons left cliffhnger mke wit yet nother seson probbly end like tht gin good not interpret wrong not hve sme qulity,2
74,fuzz,gve fter episodes becme relly silly lthough see potentil minly storylines people outside bnk ridiculous big big robbery hostges going chief negotitor goes every get sndwich nerby meets brin robbery not leve dughter becuse climed violent leve dementing mother tkes child brings bck fter hours gin leves scene robbery solve domestic issue get rel fst forwrding episodes moments outside bnk could probbly hve nice movie series much silliness dded,1
75,overrated nonsense,herd mny good things bout show wtched show europe spin biggest ever viewing figures etc promising strt progrm gets ridiculous know piece entertining fictionl drm hlf skill mking show like get udience think fetched plot prt would like think could done show mkes perpetrtors police look stupid dumb ech get robbers flling love hving sex robbers hving sex hostges wit mstermind behind robbery hving sex chief inspector chrge police opertion plot holes thn second hnd drt bord production vlue good set pierces sve one str,0
76,review part,netflix prt prt mny new gret stuff mzingly cretive ides prt lmost thing tht sort new cretive yes liked prt first ones better also excited prt becuse everything bout series proof tht prt coming gret chrcters gret story gret tmosphere worth see,2
77,antagonist runs show,must dmit might second spnish show ever wtched see good reson emmy chrcters superb story intense overll drm ction keeps hooked need sleep touch spnish spirit shows come mind would bold innovtive work mind like dose cocine one something like mix experiment lost prison brek deth note hve tht min mstermind ygmi light style guy constntly plys gme ginst police detective hve bunch chrcters ended sitution need lern work ech lost style hve drm experiment action prison brek brvo spnish friends world indeed tlk remember heroes,2
78,season,first seson ppel crictured ffir ddition fine intro specil brethtking scenogrphy series relly thick clich dilogue robbers hve desire hve public seems stupid nive becuse fter bunch glorified robbers seson running loop bundnce sex fct tht proffesor constntly two steps hed police equted puppets incompetent end seson ctully police control ction scenes drmtic gret cricture specil forces wepons sounds like wepon combt helicopter however pulsting lively series tht dnces rhythm must lso hve credit tht hve see wht seson brings strs,1
